City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,talnakh,69.4865,88.3972,1.44,64,100,15.7,RU,1674373202
280,wanaka,-44.7,169.15,65.1,54,69,1.01,NZ,1674373281
281,mount pleasant,32.7941,-79.8626,45.3,100,100,0.0,US,1674373282
282,yenagoa,4.9247,6.2642,84.4,66,93,3.83,NG,1674373283
283,penzance,50.1186,-5.5371,41.68,72,100,15.55,GB,1674373284
284,shache,38.4167,77.2406,24.71,63,1,5.37,CN,1674373284
285,mansa,29.9833,75.3833,71.29,27,5,6.46,IN,1674373285
286,yeppoon,-23.1333,150.7333,85.78,76,0,11.14,AU,1674373286
287,lasa,46.6166,10.7002,27.36,83,95,3.04,IT,1674373287
288,victoria,22.2855,114.1577,74.95,76,92,5.99,HK,1674373273
289,rovaniemi,66.5,25.7167,29.61,93,75,19.57,FI,1674373288
290,ouadda,8.0777,22.4007,88.57,13,91,8.43,CF,1674373289
291,kamskoye ustye,55.2016,49.268,8.6,86,100,7.23,RU,1674373290
292,khandyga,62.6667,135.6,-58.58,99,96,1.66,RU,1674373291
293,drovyanaya,51.5833,113.0333,-14.3,74,95,8.23,RU,1674373292
294,goderich,43.7501,-81.7165,33.91,74,100,9.22,CA,1674373292
295,bosaso,11.2842,49.1816,78.78,61,20,16.11,SO,1674373293
296,luderitz,-26.6481,15.1594,76.14,49,4,23.22,NA,1674373294
297,mahdasht,35.7299,50.8111,41.22,69,52,13.8,IR,1674373295
298,yulara,-25.2406,130.9889,96.49,15,7,1.05,AU,1674373296
299,andenes,69.3143,16.1194,40.98,75,100,27.63,NO,1674373297
300,manta,-0.95,-80.7333,75.69,79,99,7.47,EC,1674373297
301,longyearbyen,78.2186,15.6401,33.64,75,75,16.11,SJ,1674373298
302,agadez,19.75,10.25,66.54,15,2,2.46,NE,1674373299
303,san rafael del sur,11.8485,-86.4384,70.77,76,8,9.06,NI,1674373300
304,quelimane,-17.8786,36.8883,85.95,74,75,9.22,MZ,1674373301
305,sao paulo de olivenca,-3.3783,-68.8725,70.32,99,99,1.16,BR,1674373302
306,rocha,-34.4833,-54.3333,66.47,74,0,6.11,UY,1674373302
307,turayf,31.6725,38.6637,50.25,76,0,18.41,SA,1674373303
308,berlevag,70.8578,29.0864,39.2,86,100,23.02,NO,1674373304
309,fortuna,40.5982,-124.1573,47.66,95,100,0.0,US,1674373305
310,madhubani,26.3667,86.0833,77.95,32,0,8.48,IN,1674373306
311,tura,25.5198,90.2201,76.06,24,0,5.99,IN,1674373306
312,ilhabela,-23.7781,-45.3581,73.13,87,9,3.47,BR,1674373307
313,ancud,-41.8697,-73.8203,58.68,97,100,4.23,CL,1674373308
314,weatherford,32.7593,-97.7972,43.84,58,0,12.28,US,1674373190
315,alekseyevka,50.6309,38.6903,27.41,80,100,10.96,RU,1674373309
316,svetlaya,46.5389,138.3297,4.89,62,6,9.22,RU,1674373310
317,boissevain,49.2306,-100.0559,5.5,98,66,5.3,CA,1674373311
318,husavik,66.0449,-17.3389,30.58,73,98,16.82,IS,1674373312
319,vidim,56.4088,103.1106,-32.3,90,73,2.8,RU,1674373313
320,chuy,-33.6971,-53.4616,67.73,94,1,6.71,UY,1674373184
321,galle,6.0367,80.217,80.13,70,91,3.36,LK,1674373314
322,tavricheskoye,54.5851,73.6395,12.11,87,99,10.22,RU,1674373315
323,ahipara,-35.1667,173.1667,66.24,89,2,5.03,NZ,1674373316
324,lompoc,34.6391,-120.4579,49.93,74,0,15.99,US,1674373317
325,ahmadpur,18.7,76.9333,84.51,26,5,6.51,IN,1674373318
326,verkhnevilyuysk,63.4453,120.3167,-37.64,97,98,4.99,RU,1674373319
327,xingyi,24.1877,102.817,68.97,20,10,12.8,CN,1674373320
328,curup,-3.4667,102.5333,74.1,93,98,2.95,ID,1674373323
329,amulung,17.8357,121.7237,80.73,73,82,1.97,PH,1674373324
330,bhawanipatna,19.9,83.1667,88.83,22,9,6.62,IN,1674373325
331,kindu,-2.95,25.95,80.64,66,99,3.27,CD,1674373326
332,ipora,-16.4419,-51.1178,67.5,98,100,1.68,BR,1674373327
333,nova granada,-20.5339,-49.3142,70.05,97,100,5.41,BR,1674373327
334,aloleng,16.1307,119.7824,84.47,63,100,5.99,PH,1674373328
335,yazoo city,32.8551,-90.4056,45.91,97,100,3.29,US,1674373329
336,opuwo,-18.0607,13.84,70.68,58,90,3.94,NA,1674373330
337,akdepe,42.0551,59.3788,26.69,38,0,13.76,TM,1674373331
338,ulladulla,-35.35,150.4667,68.2,74,94,5.48,AU,1674373332
339,batticaloa,7.7102,81.6924,74.91,89,100,6.8,LK,1674373332
340,grootfontein,-19.5667,18.1167,63.97,94,27,3.44,NA,1674373333
341,bayanday,53.0661,105.5139,-30.37,91,100,4.34,RU,1674373334
342,at-bashi,41.1702,75.8106,14.58,59,5,0.45,KG,1674373335
343,zhuanghe,39.7008,122.9911,31.05,71,20,2.57,CN,1674373336
344,tanga,-5.0667,39.1,86.9,61,100,14.94,TZ,1674373337
345,sur,22.5667,59.5289,70.21,48,37,11.48,OM,1674373338
346,thinadhoo,0.5333,72.9333,81.59,76,15,14.43,MV,1674373338
347,rio gallegos,-51.6226,-69.2181,41.05,70,0,8.05,AR,1674373340
348,sao jose da coroa grande,-8.8978,-35.1478,76.51,78,25,5.97,BR,1674373341
349,waipawa,-41.4122,175.5153,57.9,81,6,4.07,NZ,1674373342
350,saint george,37.1041,-113.5841,32.59,72,0,4.61,US,1674373165
351,manokwari,-0.8667,134.0833,78.82,81,100,2.68,ID,1674373343
352,manavalakurichi,8.1333,77.3,85.78,48,56,0.72,IN,1674373344
353,qandala,11.472,49.8728,77.43,57,17,10.63,SO,1674373345
354,benguela,-12.5763,13.4055,80.58,68,97,7.56,AO,1674373346
355,tilichiki,60.4667,166.1,-17.34,98,100,18.52,RU,1674373347
356,hammerfest,70.6634,23.6821,41.45,75,100,11.5,NO,1674373349
357,tottori,35.5,134.2333,46.47,49,75,3.44,JP,1674373207
358,saint-augustin,51.226,-58.6502,10.2,85,100,5.44,CA,1674373350
359,pokhara,28.2333,83.9833,73.0,18,0,6.62,NP,1674373351
360,mildura,-34.2,142.15,89.08,34,60,11.07,AU,1674373353
361,mina,26.0011,-100.5299,62.06,81,100,3.11,MX,1674373353
362,kununurra,-15.7667,128.7333,82.38,78,75,10.36,AU,1674373354
363,athabasca,54.7169,-113.2854,32.41,93,100,9.26,CA,1674373357
364,umarizal,-5.9906,-37.8144,74.07,89,13,4.27,BR,1674373358
365,montrose,38.4166,-108.2673,8.01,83,4,2.17,US,1674373359
366,camapua,-19.5314,-54.0439,69.58,96,94,3.31,BR,1674373361
367,asau,46.4333,26.4,38.32,97,100,3.11,RO,1674373362
368,palembang,-2.9167,104.7458,86.09,70,75,8.05,ID,1674373363
369,chumikan,54.7183,135.315,-19.28,82,32,17.92,RU,1674373364
370,borba,-4.3878,-59.5939,71.51,99,91,1.97,BR,1674373365
371,jiazi,22.8779,116.067,69.44,74,51,8.61,CN,1674373366
372,samarai,-10.6167,150.6667,82.92,75,96,4.68,PG,1674373367
373,marang,5.2056,103.2059,82.31,86,100,7.27,MY,1674373368
374,tenenkou,14.4572,-4.9169,73.13,15,7,7.99,ML,1674373369
375,oussouye,12.485,-16.5469,62.69,72,39,7.27,SN,1674373370
376,tanete,-3.9443,119.7848,85.37,64,73,9.86,ID,1674373371
377,kihei,20.785,-156.4656,73.85,77,0,4.61,US,1674373372
378,rockhampton,-23.3833,150.5,85.89,48,49,8.05,AU,1674373373
379,bougouni,11.417,-7.479,74.89,21,0,2.53,ML,1674373374
380,ketchikan,55.3422,-131.6461,37.38,93,100,3.44,US,1674373116
381,the valley,18.217,-63.0578,77.09,73,2,18.41,AI,1674373375
382,oranjemund,-28.55,16.4333,70.23,65,6,14.45,NA,1674373376
383,grand gaube,-20.0064,57.6608,84.38,71,100,10.63,MU,1674373284
384,nara,34.6851,135.8049,48.49,33,99,3.02,JP,1674373214
385,shenjiamen,29.9576,122.298,50.13,91,83,16.53,CN,1674373378
386,urucara,-2.5364,-57.76,70.86,99,98,1.66,BR,1674373379
387,akyab,20.15,92.9,79.66,39,9,11.48,MM,1674373380
388,cotonou,6.3654,2.4183,82.38,83,40,4.61,BJ,1674373380
389,wairoa,-39.0333,177.3667,64.36,89,82,3.51,NZ,1674373381
390,diego de almagro,-26.3667,-70.05,59.86,65,0,2.04,CL,1674373382
391,cananeia,-25.0147,-47.9267,72.25,93,77,3.53,BR,1674373383
392,valdivia,-39.8142,-73.2459,48.29,99,22,1.88,CL,1674373338
393,arlit,18.7369,7.3853,71.98,11,1,2.64,NE,1674373385
394,sri aman,1.2376,111.4621,84.25,89,40,0.0,MY,1674373386
395,waddan,29.1614,16.139,55.67,18,12,6.78,LY,1674373386
396,port-gentil,-0.7193,8.7815,76.96,94,75,4.61,GA,1674373387
397,vikhorevka,56.1201,101.1636,-36.76,85,65,0.96,RU,1674373388
398,nemuro,43.3236,145.575,20.3,71,98,11.5,JP,1674373389
399,skibbereen,51.55,-9.2667,50.25,95,100,15.14,IE,1674373390
400,laguna,38.421,-121.4238,45.09,88,0,6.91,US,1674373391
401,lata,40.1629,-8.3327,45.07,80,0,6.46,PT,1674373392
402,tchollire,8.4022,14.1698,83.14,15,54,3.47,CM,1674373392
403,kokopo,-4.352,152.2633,81.01,78,100,5.23,PG,1674373393
404,maceio,-9.6658,-35.7353,72.84,94,0,4.61,BR,1674373394
405,falmouth,50.1544,-5.0711,41.58,75,75,4.61,GB,1674373174
406,baiyin,36.5583,104.2081,25.05,22,27,13.15,CN,1674373396
407,ashington,50.9331,-0.3909,36.43,88,6,3.6,GB,1674373396
408,santa cruz de la palma,28.6835,-17.7642,64.13,88,100,10.36,ES,1674373398
409,pinheiro machado,-31.5783,-53.3811,66.06,97,0,2.66,BR,1674373399
410,araouane,18.9048,-3.5265,62.26,17,0,10.4,ML,1674373399
411,gat,31.61,34.7642,68.4,100,0,2.3,IL,1674373382
412,yuzhnyy,53.2542,83.6936,-10.82,70,0,8.95,RU,1674373401
413,coquimbo,-29.9533,-71.3436,64.13,82,100,2.3,CL,1674373184
414,inongo,-1.95,18.2667,75.7,81,100,4.94,CD,1674373402
415,vuktyl,63.8567,57.3094,9.97,96,94,3.76,RU,1674373403
416,surt,31.2089,16.5887,55.18,26,0,12.64,LY,1674373404
417,brae,60.3964,-1.353,44.74,92,100,27.25,GB,1674373405
418,preston,53.7667,-2.7167,36.32,88,100,7.36,GB,1674373406
419,faanui,-16.4833,-151.75,80.62,69,96,7.78,PF,1674373407
420,bokhan,53.153,103.7714,-30.32,86,95,5.03,RU,1674373407
421,emba,48.8264,58.1442,22.19,68,0,4.72,KZ,1674373408
422,saint-junien,45.8833,0.9,28.98,93,86,5.82,FR,1674373409
423,lar,26.2039,83.9717,75.38,36,69,6.26,IN,1674373410
424,reconquista,-29.15,-59.65,69.71,92,8,5.39,AR,1674373411
425,yerbogachen,61.2767,108.0108,-38.34,98,75,4.21,RU,1674373194
426,gizo,-8.103,156.8419,83.91,68,50,3.13,SB,1674373412
427,domoni,-12.2569,44.5319,77.67,91,100,18.59,KM,1674373413
428,bonfim,3.0833,-59.95,72.61,84,74,8.5,BR,1674373414
429,kenai,60.5544,-151.2583,10.49,86,0,9.22,US,1674373415
430,esperance,-33.8667,121.9,72.95,56,80,18.86,AU,1674373415
431,srandakan,-7.9386,110.2506,83.61,70,37,10.27,ID,1674373416
432,namatanai,-3.6667,152.4333,81.86,76,100,5.77,PG,1674373417
433,umm lajj,25.0213,37.2685,74.55,47,0,9.01,SA,1674373418
434,kalabo,-14.97,22.6814,70.61,84,100,11.77,ZM,1674373419
435,blenheim,-41.516,173.9528,60.08,80,6,6.58,NZ,1674373420
436,winchester,51.0651,-1.3187,31.23,93,20,3.44,GB,1674373420
437,delijan,33.9905,50.6838,36.86,57,9,0.96,IR,1674373421
438,bengkulu,-3.8004,102.2655,81.45,78,89,7.09,ID,1674373422
439,pimentel,-6.8367,-79.9342,70.09,83,0,8.05,PE,1674373423
440,clyde river,70.4692,-68.5914,-23.57,69,100,18.41,CA,1674373424
441,soyo,-6.1349,12.3689,79.25,83,96,3.24,AO,1674373425
442,bud,39.447,-86.1758,30.9,91,100,4.14,US,1674373427
443,margate,51.3813,1.3862,41.7,74,6,5.01,GB,1674373427
444,klaksvik,62.2266,-6.589,45.52,85,97,32.73,FO,1674373428
445,gazalkent,41.5581,69.7708,30.2,65,98,2.71,UZ,1674373429
446,salto,-31.3833,-57.9667,69.87,100,0,1.99,UY,1674373430
447,olbia,40.9214,9.4856,39.25,87,75,5.75,IT,1674373431
448,ngunguru,-35.6167,174.5,67.26,83,13,4.16,NZ,1674373432
449,hobyo,5.3505,48.5268,80.74,65,82,21.72,SO,1674373432
450,aklavik,68.2191,-135.0107,-11.88,97,100,6.24,CA,1674373433
451,cody,44.5263,-109.0565,24.58,70,0,0.0,US,1674373235
452,mabaruma,8.2,-59.7833,70.16,100,100,1.25,GY,1674373435
453,mujiayingzi,42.1167,118.7833,8.01,53,99,9.13,CN,1674373436
454,cabedelo,-6.9811,-34.8339,75.87,82,29,6.2,BR,1674373380
455,kavieng,-2.5744,150.7967,82.27,76,100,4.14,PG,1674373437
456,clovis,36.8252,-119.7029,45.84,85,40,0.0,US,1674373347
457,nedjo,9.5046,35.5019,77.94,24,44,2.86,ET,1674373438
458,havre-saint-pierre,50.2334,-63.5986,15.8,72,0,2.3,CA,1674373439
459,luebo,-5.35,21.4167,77.79,70,98,1.9,CD,1674373440
460,myitkyina,25.3833,97.4,83.14,20,55,0.36,MM,1674373441
461,kismayo,-0.3582,42.5454,83.05,68,88,19.77,SO,1674373442
462,ignacio zaragoza,28.3833,-107.2167,28.17,26,0,3.58,MX,1674373443
463,huilong,31.8111,121.655,43.93,95,100,14.18,CN,1674373443
464,artyom,40.4723,50.333,46.54,52,0,10.74,AZ,1674373444
465,vredendal,-31.6683,18.5012,76.12,44,0,3.76,ZA,1674373445
466,bilma,18.6853,12.9164,68.25,13,0,6.8,NE,1674373446
467,balaipungut,1.05,101.2833,82.11,79,100,3.22,ID,1674373447
468,severodvinsk,64.5635,39.8302,28.51,93,31,7.99,RU,1674373372
469,alta floresta,-9.8756,-56.0861,70.09,99,100,2.91,BR,1674373448
470,manali,13.1667,80.2667,86.09,57,82,13.18,IN,1674373449
471,bathsheba,13.2167,-59.5167,77.61,78,20,19.57,BB,1674373450
472,trail,49.0998,-117.7022,27.27,98,95,1.99,CA,1674373335
473,vostok,46.4856,135.8833,-19.34,98,98,1.92,RU,1674373452
474,hirson,49.9226,4.0826,30.85,89,94,11.3,FR,1674373452
475,ippy,6.2679,21.2247,89.02,14,13,7.07,CF,1674373453
476,mackay,-21.15,149.2,79.29,75,4,9.15,AU,1674373454
477,nome,64.5011,-165.4064,-23.73,69,0,0.0,US,1674373455
478,ugoofaaru,5.6667,73.0,80.15,68,96,14.97,MV,1674373456
479,basoko,1.2391,23.616,78.13,67,100,1.77,CD,1674373457
480,mezen,65.8522,44.24,27.07,93,100,8.63,RU,1674373458
481,itarema,-2.9248,-39.9167,76.06,87,68,7.29,BR,1674373437
482,porto novo,6.4965,2.6036,82.22,72,100,3.11,BJ,1674373459
483,yerofey pavlovich,53.9667,121.9667,-23.22,92,100,2.06,RU,1674373460
484,genhe,50.7833,121.5167,-26.34,87,100,3.58,CN,1674373461
485,coahuayana,18.7333,-103.6833,66.94,89,0,3.71,MX,1674373462
486,filadelfia,39.9523,-75.1638,38.7,68,75,4.61,US,1674373393
487,vicuna,-30.0319,-70.7081,56.93,72,0,1.05,CL,1674373463
488,thatta,24.7475,67.9235,71.31,24,0,10.25,PK,1674373464
489,praya,14.9215,-23.5087,69.82,63,66,12.01,CV,1674373465
490,flagstaff,35.1981,-111.6513,24.46,75,0,0.0,US,1674373466
491,concordia,-31.393,-58.0209,69.78,100,0,1.99,AR,1674373468
492,badou,7.5833,0.6,81.01,61,26,1.72,TG,1674373469
493,kirensk,57.7853,108.1119,-33.23,90,81,2.64,RU,1674373470
494,gondanglegi,-7.7479,112.0132,85.21,72,45,9.89,ID,1674373470
495,cam ranh,11.9214,109.1591,80.56,69,40,11.5,VN,1674373471
496,donghai,22.9459,115.642,72.93,64,51,4.85,CN,1674373472
497,ronne,55.1009,14.7066,37.31,75,75,12.66,DK,1674373473
